Id,Full Name,Birth date,Birth Place,Role,Batting Style,Bowling Style,Fielding Style
16885,Devon Eugene Malcolm,22-Feb-63,"Kingston, Jamaica",NA,Right-hand bat,Right-arm fast,NA
15380,Alan Paul Igglesden,8-Oct-64,"Farnborough, Kent",NA,Right-hand bat,Right-arm fast-medium,NA
20359,John Patrick Stephenson,14-Mar-65,"Stebbing, Essex",NA,Right-hand bat,Right-arm medium,NA
14325,Nasser Hussain,28-Mar-68,"Madras (now Chennai), India",Top-order batsman,Right-hand bat,Legbreak,NA
20372,Alec James Stewart,8-Apr-63,"Merton, Surrey",Wicketkeeper batsman,Right-hand bat,Right-arm medium,Wicketkeeper
16274,Clairmonte Christopher Lewis,14-Feb-68,"Georgetown, Demerara, Guyana",Bowling allrounder,Right-hand bat,Right-arm fast-medium,NA
17102,John Edward Morris,1-Apr-64,"Crewe, Cheshire",NA,Right-hand bat,Right-arm medium,NA
22453,Neil FetzGerald Williams,2-Jul-62,"Hopewell, St Vincent",NA,Right-hand bat,Right-arm fast-medium,NA
21611,Philip Clive Roderick Tufnell,29-Apr-66,"Barnet, Hertfordshire",NA,Right-hand bat,Slow left-arm orthodox,NA
14187,Graeme Ashley Hick,23-May-66,"Salisbury (now Harare), Rhodesia",Middle-order batsman,Right-hand bat,Right-arm offbreak,NA
19323,Mark Ravin Ramprakash,5-Sep-69,"Bushey, Hertfordshire",NA,Right-hand bat,Right-arm offbreak,NA
22333,Steven Llewellyn Watkin,15-Sep-64,"Duffryn Rhondda, Maesteg, Glamorgan, Wales",NA,Right-hand bat,Right-arm medium-fast,NA
15383,Richard Keith Illingworth,23-Aug-63,"Greengates, Bradford, Yorkshire",Bowler,Right-hand bat,Slow left-arm orthodox,NA
17099,Hugh Morris,5-Oct-63,"Canton, Cardiff, Glamorgan, Wales",NA,Left-hand bat,Right-arm medium,NA
19364,Dermot Alexander Reeve,2-Apr-63,"Kowloon, Hong Kong",Bowler,Right-hand bat,Right-arm medium,NA
20051,Ian David Kenneth Salisbury,21-Jan-70,"Moulton, Northampton",NA,Right-hand bat,Legbreak googly,NA
17125,Timothy Alan Munton,30-Jul-65,"Melton Mowbray, Leicestershire",NA,Right-hand bat,Right-arm medium-fast,NA
16886,Neil Alan Mallender,13-Aug-61,"Kirk Sandall, Yorkshire",NA,Right-hand bat,Right-arm fast-medium,NA
21484,Jonathan Paul Taylor,8-Aug-64,"Ashby-de-la-Zouch, Leicestershire",NA,Left-hand bat,Left-arm fast-medium,NA
9121,Richard John Blakey,15-Jan-67,"Huddersfield, Yorkshire",NA,Right-hand bat,DNB,Wicketkeeper
10633,Andrew Richard Caddick,21-Nov-68,"Christchurch, Canterbury, New Zealand",NA,Right-hand bat,Right-arm fast-medium,NA
20404,Peter Mark Such,12-Jun-64,"Helensburgh, Dunbartonshire, Scotland",NA,Right-hand bat,Right-arm offbreak,NA
15388,Mark Christopher Ilott,27-Aug-70,"Watford, Hertfordshire",NA,Right-hand bat,Left-arm medium-fast,NA
16212,Mark Nicholas Lathwell,26-Dec-71,"Bletchley, Buckinghamshire",NA,Right-hand bat,Right-arm medium,NA
16959,Martin John McCague,24-May-69,"Larne, Co Antrim, Northern Ireland",NA,Right-hand bat,Right-arm fast,NA
21537,Graham Paul Thorpe,1-Aug-69,"Farnham, Surrey",NA,Left-hand bat,Right-arm medium,NA
9089,Martin Paul Bicknell,14-Jan-69,"Guildford, Surrey",NA,Right-hand bat,Right-arm fast-medium,NA
19374,Steven John Rhodes,17-Jun-64,"Dirk Hill, Bradford, Yorkshire",NA,Right-hand bat,DNB,Wicketkeeper
22403,Craig White,16-Dec-69,"Morley Hall, Yorkshire",Allrounder,Right-hand bat,DNB,NA
13411,Darren Gough,18-Sep-70,"Monk Bretton, Barnsley, Yorkshire",Bowler,Right-hand bat,Right-arm fast-medium,NA
10870,John Paul Crawley,21-Sep-71,"Maldon, Essex",NA,Right-hand bat,Right-arm medium,Occasional wicketkeeper
9069,Joseph Emmanuel Benjamin,2-Feb-61,"Christ Church, St Kitts",NA,Right-hand bat,Right-arm medium-fast,NA
16925,Peter James Martin,15-Nov-68,"Accrington, Lancashire",Bowler,Right-hand bat,Right-arm fast-medium,NA
10816,Dominic Gerald Cork,7-Aug-71,"Newcastle-under-Lyme, Staffordshire",NA,Right-hand bat,Right-arm fast-medium,NA
13324,Jason Edward Riche Gallian,25-Jun-71,"Manly, Sydney, New South Wales, Australia",Top-order batsman,Right-hand bat,Right-arm medium,NA
15913,Nicholas Verity Knight,28-Nov-69,"Watford, Hertfordshire",Opening batsman,Left-hand bat,Right-arm medium,NA
22328,Michael Watkinson,1-Aug-61,"Westhoughton, Lancashire",Allrounder,Right-hand bat,DNB,NA
22361,Alan Peter Wells,2-Oct-61,"Newhaven, Sussex",Middle-order batsman,Right-hand bat,Right-arm medium,NA
15403,Ronald Charles Irani,26-Oct-71,"Leigh, Lancashire",NA,Right-hand bat,Right-arm medium,NA
17121,Alan David Mullally,12-Jul-69,"Southend-on-Sea, Essex",Bowler,Right-hand bat,Left-arm fast-medium,NA
18458,Minal Mahesh Patel,7-Jul-70,"Bombay (now Mumbai), Maharashtra, India",NA,Right-hand bat,Slow left-arm orthodox,NA
12466,Mark Alan Ealham,27-Aug-69,"Willesborough, Ashford, Kent",Allrounder,Right-hand bat,Right-arm medium-fast,NA
9269,Simon John Emmerson Brown,29-Jun-69,"Cleadon, Co Durham",NA,Right-hand bat,Left-arm medium-fast,NA
10881,Robert Damien Bale Croft,25-May-70,"Morriston, Swansea, Glamorgan, Wales",Bowler,Right-hand bat,Right-arm offbreak,NA
20193,Christopher Eric Wilfred Silverwood,5-Mar-75,"Pontefract, Yorkshire",NA,Right-hand bat,Right-arm fast-medium,NA
9327,Mark Alan Butcher,23-Aug-72,"Croydon, Surrey",NA,Left-hand bat,Right-arm medium,NA
14127,Dean Warren Headley,27-Jan-70,"Norton, Stourbridge, Worcestershire",NA,Right-hand bat,Right-arm fast-medium,NA
20224,Andrew Michael Smith,1-Oct-67,"Dewsbury, Yorkshire",NA,Right-hand bat,Left-arm fast-medium,NA
14244,Adam John Hollioake,5-Sep-71,"Melbourne, Victoria, Australia",Allrounder,Right-hand bat,Right-arm medium,NA
14246,Benjamin Caine Hollioake,11-Nov-77,"Melbourne, Victoria, Australia",NA,Right-hand bat,Right-arm fast-medium,NA
15477,Stephen Peter James,7-Sep-67,"Lydney, Gloucestershire",NA,Right-hand bat,Right-arm medium,NA
13368,Ashley Fraser Giles,19-Mar-73,"Chertsey, Surrey",NA,Right-hand bat,Slow left-arm orthodox,NA
12856,Andrew Flintoff,6-Dec-77,"Preston, Lancashire",Allrounder,Right-hand bat,Right-arm fast-medium,NA
21607,Alex Jeremy Tudor,23-Oct-77,"Kensington, London",NA,Right-hand bat,Right-arm fast,NA
14149,Warren Kevin Hegg,23-Feb-68,"Whitefield, Manchester, Lancashire",NA,Right-hand bat,DNB,Wicketkeeper
13985,Aftab Habib,7-Feb-72,"Reading, Berkshire",NA,Right-hand bat,Right-arm medium-fast,NA
19346,Christopher Mark Wells Read,10-Aug-78,"Paignton, Devon",NA,Right-hand bat,DNB,Wicketkeeper
13362,Edward Simon Hunter Giddins,20-Jul-71,"Eastbourne, Sussex",NA,Right-hand bat,Right-arm fast-medium,NA
16876,Darren Lee Maddy,23-May-74,Leicester,NA,Right-hand bat,Right-arm medium,NA
8487,Christopher John Adams,6-May-70,"Whitwell, Derbyshire",NA,Right-hand bat,Right-arm offbreak,NA
14020,Gavin Mark Hamilton,16-Sep-74,"Broxburn, West Lothian, Scotland",NA,Left-hand bat,Right-arm medium-fast,NA
22182,Michael Paul Vaughan,29-Oct-74,"Salford, Manchester",NA,Right-hand bat,Right-arm offbreak,NA
20073,Christopher Paul Schofield,6-Oct-78,"Wardle, Rochdale, Lancashire",NA,Left-hand bat,Legbreak,NA
14236,Matthew James Hoggard,31-Dec-76,"Leeds, Yorkshire",NA,Right-hand bat,Right-arm fast-medium,NA
21585,Marcus Edward Trescothick,25-Dec-75,"Keynsham, Somerset",Opening batsman,Left-hand bat,Right-arm medium,Occasional wicketkeeper
20187,Ryan Jay Sidebottom,15-Jan-78,"Huddersfield, Yorkshire",NA,Left-hand bat,Left-arm fast-medium,NA
22301,Ian James Ward,30-Sep-72,"Plymouth, Devon",NA,Left-hand bat,Right-arm medium,NA
8499,Usman Afzaal,9-Jun-77,"Rawalpindi, Punjab, Pakistan",NA,Left-hand bat,Slow left-arm orthodox,NA
18265,James Ormond,20-Aug-77,"Walsgrave, Coventry, Warwickshire",NA,Right-hand bat,DNB,NA
11848,Richard Kevin James Dawson,4-Aug-80,"Doncaster, Yorkshire",NA,Right-hand bat,Right-arm offbreak,NA
12877,James Savin Foster,15-Apr-80,"Whipps Cross, Leytonstone, Essex",NA,Right-hand bat,DNB,Wicketkeeper
15555,Simon Philip Jones,25-Dec-78,"Morriston, Swansea, Glamorgan",NA,Left-hand bat,Right-arm fast-medium,NA
14054,Stephen James Harmison,23-Oct-78,"Ashington, Northumberland",NA,Right-hand bat,Right-arm fast-medium,NA
15876,Robert William Trevor Key,12-May-79,"East Dulwich, London",NA,Right-hand bat,Right-arm offbreak,NA
8608,James Michael Anderson,30-Jul-82,"Burnley, Lancashire",Bowler,Left-hand bat,Right-arm fast-medium,NA
16975,Anthony McGrath,6-Oct-75,"Bradford, Yorkshire",NA,Right-hand bat,Right-arm medium,NA
15522,Richard Leonard Johnson,29-Dec-74,"Chertsey, Surrey",NA,Right-hand bat,Right-arm medium,NA
15901,Robert James Kirtley,10-Jan-75,"Eastbourne, Sussex",NA,Right-hand bat,Right-arm fast-medium,NA
20242,Edward Thomas Smith,19-Jul-77,"Pembury, Kent",NA,Right-hand bat,Right-arm medium-fast,NA
8476,Kabir Ali,24-Nov-80,"Moseley, Birmingham, Warwickshire",NA,Right-hand bat,Right-arm medium-fast,NA
9042,Gareth Jon Batty,13-Oct-77,"Bradford, Yorkshire",NA,Right-hand bat,Right-arm offbreak,NA
11724,Rikki Clarke,29-Sep-81,"Orsett, Essex",Allrounder,Right-hand bat,Right-arm medium-fast,NA
20040,Martin John Saggers,23-May-72,NA,NA,Right-hand bat,Right-arm fast-medium,NA
10772,Paul David Collingwood,26-May-76,"Shotley Bridge, Co Durham",Allrounder,Right-hand bat,Right-arm medium,NA
15501,Geraint Owen Jones,14-Jul-76,"Kundiawa, Papua New Guinea",NA,Right-hand bat,DNB,Wicketkeeper
20387,Andrew John Strauss,2-Mar-77,"Johannesburg, Transvaal, South Africa",Opening batsman,Left-hand bat,Left-arm medium,NA
9062,Ian Ronald Bell,11-Apr-82,"Walsgrave, Coventry, Warwickshire",Top-order batsman,Right-hand bat,Right-arm medium,NA
19296,Kevin Peter Pietersen,27-Jun-80,"Pietermaritzburg, Natal",Top-order batsman,Right-hand bat,Right-arm offbreak,NA
22144,Shaun David Udal,18-Mar-69,"Cove, Farnborough, Hampshire",NA,Right-hand bat,Right-arm offbreak,NA
19264,Liam Edward Plunkett,6-Apr-85,"Middlesbrough, Yorkshire",Bowler,Right-hand bat,Right-arm fast,NA
9117,Ian David Blackwell,10-Jun-78,"Chesterfield, Derbyshire",NA,Left-hand bat,Slow left-arm orthodox,NA
11728,Alastair Nathan Cook,25-Dec-84,Gloucester,Opening batsman,Left-hand bat,Right-arm slow,NA
18655,Mudhsuden Singh Panesar,25-Apr-82,"Luton, Bedfordshire",Bowler,Left-hand bat,Slow left-arm orthodox,NA
20123,Owais Alam Shah,22-Oct-78,"Karachi, Sind, Pakistan",Batsman,Right-hand bat,Right-arm offbreak,NA
17944,Sajid Iqbal Mahmood,21-Dec-81,"Bolton, Lancashire",NA,Right-hand bat,Right-arm fast-medium,NA
16281,Jonathan Lewis,26-Aug-75,"Aylesbury, Buckinghamshire",NA,Right-hand bat,Right-arm medium,NA
18675,Matthew James Prior,26-Feb-82,"Johannesburg, Transvaal, South Africa",Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
21650,Christopher Timothy Tremlett,2-Sep-81,"Southampton, Hampshire",Bowler,Right-hand bat,Right-arm medium-fast,NA
10582,Ravinder Singh Bopara,4-May-85,"Forest Gate, London",Batting allrounder,Right-hand bat,Right-arm medium,NA
10617,Stuart Christopher John Broad,24-Jun-86,Nottingham,Bowler,Left-hand bat,Right-arm fast-medium,NA
8845,Timothy Raymond Ambrose,1-Dec-82,"Newcastle, New South Wales, Australia",Middle-order batsman,Right-hand bat,DNB,Wicketkeeper
270253,Darren John Pattinson,2-Aug-79,"Grimsby, Lincolnshire, England",Bowler,Right-hand bat,Right-arm fast-medium,NA
20431,Graeme Peter Swann,24-Mar-79,Northampton,Bowler,Right-hand bat,Right-arm offbreak,NA
23911,Amjad Khan,14-Oct-80,Copenhagen,Bowler,Right-hand bat,Right-arm fast-medium,NA
9310,Timothy Thomas Bresnan,28-Feb-85,"Pontefract, Yorkshire",Allrounder,Right-hand bat,Right-arm medium-fast,NA
18389,Graham Onions,9-Sep-82,Gateshead,Bowler,Right-hand bat,Right-arm medium-fast,NA
47623,Ian Jonathan Leonard Trott,22-Apr-81,"Cape Town, Cape Province",Top-order batsman,Right-hand bat,Right-arm medium,NA
10656,Michael Alexander Carberry,29-Sep-80,"Croydon, Surrey",Opening batsman,Left-hand bat,Right-arm offbreak,NA
210283,Steven Thomas Finn,4-Apr-89,"Watford, Hertfordshire",Bowler,Right-hand bat,Right-arm fast-medium,NA
21646,James Cullum Tredwell,27-Feb-82,"Ashford, Kent",Allrounder,Left-hand bat,Right-arm offbreak,NA
24598,Eoin Joseph Gerard Morgan,10-Sep-86,Dublin,Middle-order batsman,Left-hand bat,Right-arm medium,Occasional wicketkeeper
21431,Ajmal Shahzad,27-Jul-85,"Huddersfield, Yorkshire",Bowler,Right-hand bat,Right-arm fast-medium,NA
18632,Samit Rohit Patel,30-Nov-84,Leicester,Allrounder,Right-hand bat,Slow left-arm orthodox,NA
297433,Jonathan Marc Bairstow,26-Sep-89,"Bradford, Yorkshire",Wicketkeeper batsman,Right-hand bat,Right-arm medium,Wicketkeeper
297635,James William Arthur Taylor,6-Jan-90,Nottingham,Middle-order batsman,Right-hand bat,Legbreak,NA
11718,Nicholas Richard Denis Compton,26-Jun-83,"Durban, Natal, South Africa",Opening batsman,Right-hand bat,Right-arm offbreak,NA
303669,Joseph Edward Root,30-Dec-90,"Sheffield, Yorkshire",Top-order batsman,Right-hand bat,DNB,NA
297499,Simon Christopher Kerrigan,10-May-89,"Preston, Lancashire",Bowler,Right-hand bat,Slow left-arm orthodox,NA
247235,Christopher Roger Woakes,2-Mar-89,"Birmingham, Warwickshire",Allrounder,Right-hand bat,Right-arm fast-medium,NA
311158,Benjamin Andrew Stokes,4-Jun-91,"Christchurch, Canterbury, New Zealand",Allrounder,Left-hand bat,Right-arm fast-medium,NA
232438,Gary Simon Ballance,22-Nov-89,Zimbabwe,Middle-order batsman,Left-hand bat,Legbreak,NA
310519,Scott George Borthwick,19-Apr-90,"Sunderland, Co Durham",Batting allrounder,Left-hand bat,Legbreak,NA
24599,William Boyd Rankin,5-Jul-84,Londonderry,Bowler,Left-hand bat,Right-arm fast-medium,NA
8917,Moeen Munir Ali,18-Jun-87,Birmingham,Batting allrounder,Left-hand bat,Right-arm offbreak,NA
288992,Christopher James Jordan,4-Oct-88,Barbados,Bowler,Right-hand bat,Right-arm fast-medium,NA
272485,Sam David Robson,1-Jul-89,"Paddington, Sydney, New South Wales",Opening batsman,Right-hand bat,Legbreak,NA
308967,Joseph Charles Buttler,8-Sep-90,"Taunton, Somerset",Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
251721,Adam Lyth,25-Sep-87,"Whitby, Yorkshire",Batsman,Left-hand bat,Right-arm offbreak,NA
351588,Mark Andrew Wood,11-Jan-90,"Ashington, Northumberland",Bowler,Right-hand bat,Right-arm fast,NA
244497,Adil Usman Rashid,17-Feb-88,"Bradford, Yorkshire",Bowler,Right-hand bat,Legbreak,NA
249866,Alexander Daniel Hales,3-Jan-89,"Hillingdon, Middlesex",Opening batsman,Right-hand bat,Right-arm medium,Occasional wicketkeeper
296597,James Michael Vince,14-Mar-91,"Cuckfield, Sussex",Batsman,Right-hand bat,Right-arm medium,NA
414990,Jacob Timothy Ball,14-Mar-91,"Mansfield, Nottinghamshire",Bowler,Right-hand bat,Right-arm fast-medium,NA
521637,Ben Matthew Duckett,17-Oct-94,"Farnborough, Kent",Top-order batsman,Left-hand bat,Right-arm offbreak,Wicketkeeper
349853,Zafar Shahaan Ansari,10-Dec-91,"Ascot, Berkshire",Allrounder,Left-hand bat,Slow left-arm orthodox,NA
632172,Haseeb Hameed,17-Jan-97,"Bolton, Lancashire",NA,Right-hand bat,Legbreak,NA
440780,Keaton Kent Jennings,19-Jun-92,"Johannesburg, Transvaal",Opening batsman,Left-hand bat,Right-arm medium-fast,NA
211855,Liam Andrew Dawson,1-Mar-90,"Swindon, Wiltshire",Allrounder,Right-hand bat,Slow left-arm orthodox,NA
236489,Dawid Johannes Malan,3-Sep-87,"Roehampton, England",Top-order batsman,Left-hand bat,Legbreak,NA
370535,Tobias Skelton Roland-Jones,29-Jan-88,"Ashford, Middlesex",Bowler,Right-hand bat,Right-arm medium-fast,NA
214265,Thomas Westley,13-Mar-89,Cambridge,Top-order batsman,Right-hand bat,Right-arm offbreak,NA
229954,Mark Daniel Stoneman,26-Jun-87,"Newcastle upon Tyne, Northumberland",Top-order batsman,Left-hand bat,Right-arm offbreak,NA
464626,Craig Overton,10-Apr-94,"Barnstaple, Devon",Bowler,Right-hand bat,Right-arm medium-fast,NA
550235,Thomas Kevin Curran,12-Mar-95,"Cape Town, Cape Province",Bowling allrounder,Right-hand bat,Right-arm fast-medium,NA
660889,Mason Sidney Crane,18-Feb-97,"Shoreham-by-Sea, Sussex",Bowler,Right-hand bat,Legbreak googly,NA
455524,Matthew Jack Leach,22-Jun-91,"Taunton, Somerset",Bowler,Left-hand bat,Slow left-arm orthodox,NA
646847,Dominic Mark Bess,22-Jul-97,"Exeter, Devon",Bowler,Right-hand bat,Right-arm offbreak,NA
662973,Samuel Matthew Curran,3-Jun-98,Northampton,Allrounder,Left-hand bat,Left-arm medium-fast,NA
887207,Oliver John Douglas Pope,2-Jan-98,"Chelsea, Middlesex",Middle-order batsman,Right-hand bat,DNB,Wicketkeeper
398778,Rory Joseph Burns,26-Aug-90,"Epsom, Surrey",Top-order batsman,Left-hand bat,Right-arm medium,Occasional wicketkeeper
364788,Benjamin Thomas Foakes,15-Feb-93,"Colchester, Essex",Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
12454,Joseph Liam Denly,16-Mar-86,"Canterbury, Kent",Top-order batsman,Right-hand bat,Legbreak,NA
298438,Jason Jonathan Roy,21-Jul-90,"Durban, South Africa",Opening batsman,Right-hand bat,DNB,NA
457279,Oliver Peter Stone,9-Oct-93,"Norwich, Norfolk",Bowler,Right-hand bat,Right-arm fast,NA
669855,Jofra Chioke Archer,1-Apr-95,"Bridgetown, Barbados",Bowling allrounder,Right-hand bat,Right-arm fast,NA
519082,Dominic Peter Sibley,5-Sep-95,"Epsom, Surrey",Opening batsman,Right-hand bat,Legbreak,NA
665053,Zak Crawley,3-Feb-98,"Bromley, Kent",Top-order batsman,Right-hand bat,Right-arm offbreak,NA
20257,Michael John Smith,4-Jan-42,"Enfield, Middlesex",NA,Right-hand bat,Slow left-arm orthodox,NA
14302,Geoffrey William Humpage,24-Apr-54,"Sparkbrook, Birmingham, Warwickshire",NA,Right-hand bat,Right-arm medium,Wicketkeeper
16352,James Derek Love,22-Apr-55,"Headingley, Leeds, Yorkshire",NA,Right-hand bat,Right-arm medium,NA
15511,Trevor Edward Jesty,2-Jun-48,"Gosport, Hampshire",NA,Right-hand bat,Right-arm medium,NA
13414,Ian James Gould,19-Aug-57,"Taplow, Buckinghamshire",Wicketkeeper,Left-hand bat,DNB,Wicketkeeper
22363,Colin Mark Wells,3-Mar-60,"Newhaven, Sussex",NA,Right-hand bat,Right-arm medium,NA
16378,Monte Alan Lynch,21-May-58,"Plaisance, East Coast, Demerara, British Guiana",NA,Right-hand bat,DNB,NA
20259,Neil Michael Knight Smith,27-Jul-67,"Solihull, Warwickshire",Allrounder,Right-hand bat,Right-arm offbreak,NA
9246,Alistair Duncan Brown,11-Feb-70,"Beckenham, Kent",NA,Right-hand bat,Right-arm offbreak,NA
16320,Graham David Lloyd,1-Jul-69,"Accrington, Lancashire",NA,Right-hand bat,Right-arm medium,NA
9254,Douglas Robert Brown,29-Oct-69,"Stirling, Scotland",NA,Right-hand bat,Right-arm fast-medium,NA
12850,Matthew Valentine Fleming,12-Dec-64,"Macclesfield, Cheshire",NA,Right-hand bat,Right-arm medium,NA
8590,Ian David Austin,30-May-66,"Haslingden, Lancashire",NA,Left-hand bat,Right-arm medium,NA
8520,Mark Wayne Alleyne,23-May-68,"Tottenham, Middlesex",NA,Right-hand bat,Right-arm medium,Occasional wicketkeeper
22365,Vincent John Wells,6-Aug-65,"Dartford, Kent",Allrounder,Right-hand bat,Right-arm medium,Wicketkeeper
20286,Vikram Singh Solanki,1-Apr-76,"Udaipur, Rajasthan, India",NA,Right-hand bat,Right-arm offbreak,NA
12906,Paul John Franks,3-Feb-79,"Mansfield, Nottinghamshire",NA,Left-hand bat,Right-arm fast-medium,NA
13437,Adrian Paul Grayson,31-Mar-71,"Ripon, Yorkshire",NA,Right-hand bat,Slow left-arm orthodox,NA
20278,Jeremy Nicholas Snape,27-Apr-73,"Stoke-on-Trent, Staffordshire",NA,Right-hand bat,Right-arm offbreak,NA
21598,Jamie Oliver Troughton,2-Mar-79,"Camden, London",NA,Left-hand bat,Slow left-arm orthodox,NA
22380,Alexander George Wharf,4-Jun-75,"Bradford, Yorkshire",NA,Right-hand bat,Right-arm medium-fast,NA
10712,Glen Chapple,23-Jan-74,"Skipton, Yorkshire",NA,Right-hand bat,Right-arm medium-fast,NA
11974,James William Murray Dalrymple,21-Jan-81,"Nairobi, Kenya",NA,Right-hand bat,Right-arm offbreak,NA
24249,Edmund Christopher Joyce,22-Sep-78,Dublin,Top-order batsman,Left-hand bat,Right-arm medium,NA
16388,Alexander Guy Rushworth Loudon,6-Sep-80,"Westminster, London",NA,Right-hand bat,Right-arm offbreak,NA
23523,Michael Howard Yardy,27-Nov-80,"Pembury, Kent",Allrounder,Left-hand bat,Slow left-arm orthodox,NA
18023,Paul Andrew Nixon,21-Oct-70,"Carlisle, Cumberland",Top-order batsman,Left-hand bat,DNB,Wicketkeeper
16362,Malachy Bernard Loye,27-Sep-72,Northampton,Opening batsman,Right-hand bat,Right-arm offbreak,NA
16932,Adrian Dimitri Mascarenhas,30-Oct-77,"Chiswick, Middlesex",Allrounder,Right-hand bat,Right-arm fast-medium,NA
23460,Luke James Wright,7-Mar-85,"Grantham, Lincolnshire",Allrounder,Right-hand bat,Right-arm medium-fast,NA
17185,Philip Mustard,8-Oct-82,"Sunderland, Co Durham",Wicketkeeper batsman,Left-hand bat,Legbreak,Wicketkeeper
12450,Steven Michael Davies,17-Jun-86,"Bromsgrove, Worcestershire",Wicketkeeper,Left-hand bat,DNB,Wicketkeeper
230855,Craig Kieswetter,28-Nov-87,"Johannesburg, Transvaal",Opening batsman,Right-hand bat,Right-arm offbreak,Wicketkeeper
12461,Jade Winston Dernbach,3-Mar-86,"Johannesburg, South Africa",Bowler,Right-hand bat,Right-arm fast-medium,NA
297634,Stuart Christopher Meaker,21-Jan-89,"Pietermaritzburg, Natal, South Africa",Bowler,Right-hand bat,Right-arm fast-medium,NA
310107,Danny Richard Briggs,30-Apr-91,"Newport, Isle of Wight",Bowler,Right-hand bat,Slow left-arm orthodox,NA
16406,Michael John Lumb,12-Feb-80,"Johannesburg, Transvaal, South Africa",Top-order batsman,Left-hand bat,Right-arm medium,NA
215058,Stephen David Parry,12-Jan-86,Manchester,Bowler,Right-hand bat,Slow left-arm orthodox,NA
244639,Harry Frederick Gurney,25-Oct-86,Nottingham,Bowler,Right-hand bat,Left-arm fast-medium,NA
308251,David Jonathan Willey,28-Feb-90,Northampton,Allrounder,Left-hand bat,Left-arm fast-medium,NA
